epoch,acc,loss,val_acc,val_loss
31,0.6280957191166258,0.9975921577900537,0.6174421844691014,1.0422586683909452
32,0.6296283395461285,0.9953528478097515,0.5980774589354163,1.1413804366416538
33,0.6282350482437494,0.9913315685396056,0.6117302870212341,1.0630521032763045
34,0.6298721655230067,0.9849993255153013,0.6072722206742825,1.0602899559628967
35,0.633250896932314,0.9849670202016473,0.6114516578434104,1.0636000671105055
36,0.634574523668536,0.9803443388042997,0.5888826971467274,1.1036249438046943
37,0.6361419763878647,0.9786980608222237,0.5934800780244643,1.1100766382100489
38,0.6399386951868477,0.9750276391394663,0.6051825020897186,1.0649390560433405
39,0.6339127103040583,0.9748387019119109,0.6184173864669273,1.0408374725460308
40,0.6375700999728032,0.9674247657456714,0.6299804959598774,1.023044189110743
41,0.6409836636636319,0.9620685651345605,0.6082474227136275,1.062074456466676
42,0.6383364101870356,0.9633524311764362,0.6178601282026217,1.0485237666776035
43,0.639625204640179,0.9591064092578042,0.6173028698801895,1.037528857144515
44,0.6407050054031561,0.9563201287725452,0.6182780718863193,1.042317697217319
45,0.6430039360489673,0.9546059180030196,0.6125661744218446,1.0695325711139498
46,0.644223065939587,0.946471935836801,0.6182780718946231,1.0629741970162168
47,0.6458950155045181,0.9500632008260028,0.6270548899414878,1.0317092571925506
48,0.6474624682160612,0.9444102730479143,0.6178601281777103,1.0332260387592842
49,0.6489602563666377,0.9400804891843416,0.6234327110781847,1.0495723203617604
50,0.6497265665839843,0.9386988361679303,0.6294232376789641,1.0293399240353474
51,0.651398516144763,0.9367447189765854,0.6263583171131818,1.0101537347404563
52,0.649865895712146,0.935736074752496,0.620228475898579,1.0498976898113643
53,0.6482984430011219,0.9404004432738249,0.6248258567846197,1.0330782699930399
54,0.6500400571290957,0.9317094585880507,0.6178601281777103,1.0602633557833812
55,0.648890591804633,0.934775030811427,0.6209250487601004,1.0418141471472715
56,0.6569020167912364,0.9270753831303503,0.6189746447478406,1.0391526450417308
57,0.6560312097251733,0.9199518195376708,0.6270548899580954,1.0177270683215236
58,0.6564491971179631,0.9224428042041217,0.6177208136012542,1.0732676370391676
59,0.6538716082075239,0.9254395883531547,0.622318194483143,1.0588472486372678
60,0.655648054617019,0.9223626139599218,0.6260796879353581,1.0347367207895717
61,0.6594099411334424,0.9167216344507781,0.6266369462577903,1.0387755497214721
62,0.6578773207029017,0.9187400360466847,0.638339370306437,1.0100763317402042
63,0.6606639033097359,0.9170598653820375,0.6184173864918387,1.08501775286662
64,0.6751541328524019,0.8737164675564497,0.6461409863803871,0.9894045575411082
65,0.6837925389250757,0.8564292500650352,0.6472555029588212,0.9846266374577384
66,0.686300463269358,0.8512132210491751,0.647673446675734,0.9871075739432723
67,0.6883555679424433,0.8435430754779453,0.64558372809117,0.9913685049941594
68,0.6907241631554496,0.8393521899671912,0.6510169964110363,0.9816364642470352
69,0.6890173813131495,0.8388275296827847,0.6514349401279491,0.9831264493657408
70,0.6890522135936328,0.8390683912820646,0.6478127612480382,0.9839830386269953
71,0.6883207356583267,0.8344455693282903,0.6480913903926467,0.9837127009883635
72,0.6896443623971439,0.83702129161928,0.6522708275285595,0.9815982372257895
73,0.6911421505472014,0.8316610335074621,0.6469768737809974,0.9900096061004506
74,0.6920129576091121,0.8286417215889186,0.6487879632209529,0.9892586277998666
75,0.690445504898088,0.8330637320002575,0.6514349401279491,0.97881331457737
76,0.694172559131952,0.8276740595640742,0.6468375592419084,0.9867103104140972
77,0.690236511200655,0.828384202143014,0.6499024798326022,0.9801958691080688
78,0.6937545717412382,0.8247822176023663,0.6493452215433851,0.9860171496486159
79,0.6961579992357659,0.8212353105874572,0.6446085260850402,0.9933106019059141
80,0.6952175276087362,0.821761870700624,0.6462803009526914,0.985464648271743
81,0.694625378803149,0.8243452464032311,0.6437726386512146,0.9880595199907015
82,0.6898533560909437,0.8262795785605428,0.6524101421340789,0.9783971361145398
83,0.6928837646751752,0.8230522516366809,0.6465589300972999,0.984355371952987
84,0.6939635654334809,0.8172889615330993,0.6522708275617747,0.9817877007779653
85,0.6958096764101712,0.8191695806769111,0.6497631652270828,0.9786768042632682
86,0.6972029677146264,0.8175323401388028,0.6510169963778211,0.9802326080227137
87,0.6964366574952037,0.8145355566852854,0.6460016717748677,0.9880778983164777
88,0.6943815528252326,0.8213075305680678,0.647116188386517,0.9854147975974243
89,0.6953220244564147,0.8186335400971314,0.6487879632541681,0.9830594890195369
90,0.6979344456483754,0.8143669876472974,0.6487879632541681,0.9802964636793905
91,0.6991535755379571,0.8145809260305431,0.6515742547002533,0.9798959701896278
92,0.6955658504322548,0.8128441446622822,0.6492059069710809,0.9772839646181313
93,0.697934445644742,0.815363344488782,0.6473948175311255,0.9840879383509655
94,0.699083910970762,0.8133451818253056,0.6446085260518251,0.9932576266959969
95,0.69629732836808,0.8124060903336628,0.6468375592419084,0.9886009821024204
96,0.6977254519530185,0.8142533171093449,0.6454444135188658,0.9893496466001849
97,0.6974467936883904,0.8073947182136493,0.6492059069710809,0.9845278845022036
98,0.7008255250987357,0.8059392392940542,0.6434940095066061,0.991924333618889
99,0.7006165314054551,0.8073899745380597,0.6469768738142126,0.9879729072507559
100,0.6988052527123623,0.8093867504927651,0.6434940095066061,0.984352785171191
101,0.6996760597763492,0.8058910835017239,0.6440512677958231,0.9969429608406414
102,0.6977951165160613,0.8110332373703422,0.6451657843742572,0.9937490266523311
103,0.7012086802048139,0.8077852904034647,0.64558372809117,0.9941028680732305
104,0.700024382601944,0.8044198258277154,0.6436333240789104,0.9898914425410943
105,0.701870493574482,0.8006307445825954,0.6446085260850402,0.9890261376990219
106,0.700999686510495,0.8014094116188747,0.6461409863803871,0.9894836372105515
107,0.7071998328091961,0.7951356527150008,0.6453050989465615,0.9889759838697338
108,0.707408826504553,0.7944586835662758,0.647673446675734,0.9860673093071686
109,0.7023233132472361,0.7987416466515932,0.6483700195372553,0.9880777161810251
110,0.7010345187961687,0.7980567944444722,0.648230704964951,0.9865306587762639
111,0.7018356612919224,0.801639329752224,0.6458623572357786,0.9871188110878754
112,0.7017659967299178,0.8002782225164526,0.6460016718080829,0.9862032111523443
113,0.704935734440754,0.8001223150775028,0.6487879632541681,0.9870882281920943
114,0.7041694242265216,0.7944694727543998,0.6487879632541681,0.9855627845542017
115,0.7042042565054478,0.7923877370025743,0.6480913903926467,0.9847791116361865
116,0.7056672123734649,0.7958514091508375,0.6465589300972999,0.9862340782206183
117,0.7019401581427152,0.797183728103059,0.6468375592419084,0.9850273351212271
118,0.7020794872708769,0.7951743363557621,0.6475341321034297,0.9859063205994015
119,0.7049705667233134,0.798377586889717,0.6475341321034297,0.9849855670459957
120,0.7013131770545684,0.7932387181279087,0.6486486486818638,0.9856759971747262
121,0.7054233863955485,0.7968537712749915,0.6473948175311255,0.9854918834092923
122,0.701069351075614,0.8009475731186128,0.6480913903926467,0.9852918017438674
123,0.7030547911846183,0.7959629488056109,0.6478127612480382,0.9855435499410239
124,0.7024626423811073,0.7960108805215157,0.647673446675734,0.9859468834949556
125,0.706259361178014,0.7929357040536338,0.647116188386517,0.9852428813437693
126,0.7066773485708039,0.7922163134462644,0.6485093341095596,0.9853533116945419
127,0.7045177470479641,0.7956704082571313,0.6483700195372553,0.9869919490036974
128,0.7064335225908114,0.7922224509537068,0.6494845361156895,0.985173267652544
129,0.7029851266194994,0.7956918423263593,0.6479520758203425,0.9862284427334851
130,0.7011738479243305,0.8034000451902622,0.6480913903926467,0.9849204649231699
131,0.7027064683590236,0.7981380474447411,0.648230704964951,0.9855456367014643
132,0.7035424431383749,0.7937918304940277,0.6486486486818638,0.98590798673938
133,0.707269497374315,0.7907434124039558,0.647673446675734,0.9856302211562981
134,0.7087324532386987,0.7882387639877544,0.6480913903926467,0.985424555354412
135,0.7026019715113452,0.7991174307835007,0.6478127612480382,0.9851780301284312
136,0.7060155351985405,0.7902321453116739,0.6489272778264723,0.984753364156833
137,0.7038559336834863,0.7966488161664709,0.647673446675734,0.9852411261871021
138,0.7023929778159883,0.7963974692716117,0.6479520758203425,0.9847662733371094
139,0.703542443140451,0.7953566440660971,0.6472555029588212,0.9853902069364427
140,0.7070256713943225,0.7927094148993263,0.6486486486818638,0.9847491332733322
141,0.7026716360733499,0.7988168189400121,0.6475341321034297,0.9843556762040575
142,0.7030547911815042,0.7947228512335789,0.6494845361156895,0.9860481458243038
